"Step","treasured-sky-346 - sim. loss","treasured-sky-346 - sim. loss__MIN","treasured-sky-346 - sim. loss__MAX","northern-elevator-345 - sim. loss","northern-elevator-345 - sim. loss__MIN","northern-elevator-345 - sim. loss__MAX","decent-resonance-296 - sim. loss","decent-resonance-296 - sim. loss__MIN","decent-resonance-296 - sim. loss__MAX","curious-tree-293 - sim. loss","curious-tree-293 - sim. loss__MIN","curious-tree-293 - sim. loss__MAX","bright-planet-276 - sim. loss","bright-planet-276 - sim. loss__MIN","bright-planet-276 - sim. loss__MAX"
"38","0.4926842985911488","0.4926842985911488","0.4926842985911488","0.5491380766561217","0.5491380766561217","0.5491380766561217","0.6936023782317381","0.6936023782317381","0.6936023782317381","0.21505978839816411","0.21505978839816411","0.21505978839816411","1.3669967552429705","1.3669967552429705","1.3669967552429705"
"42","0.49131583134863727","0.49131583134863727","0.49131583134863727","0.5466859146078279","0.5466859146078279","0.5466859146078279","0.6946786243542427","0.6946786243542427","0.6946786243542427","0.2143707726109484","0.2143707726109484","0.2143707726109484","","",""
"44","","","","","","","","","","","","","1.3668756925360934","1.3668756925360934","1.3668756925360934"
"46","0.4861892734373716","0.4861892734373716","0.4861892734373716","0.5469428627157628","0.5469428627157628","0.5469428627157628","0.6918167404879725","0.6918167404879725","0.6918167404879725","0.21103652978220241","0.21103652978220241","0.21103652978220241","","",""
"50","0.4785286581799933","0.4785286581799933","0.4785286581799933","0.5416832812691648","0.5416832812691648","0.5416832812691648","0.6927487385964937","0.6927487385964937","0.6927487385964937","0.21006071127738804","0.21006071127738804","0.21006071127738804","1.3661984213894354","1.3661984213894354","1.3661984213894354"
"54","0.47843809196648734","0.47843809196648734","0.47843809196648734","0.5367781811711989","0.5367781811711989","0.5367781811711989","0.6924972208346802","0.6924972208346802","0.6924972208346802","0.20755634186417407","0.20755634186417407","0.20755634186417407","","",""
"56","","","","","","","","","","","","","1.365813595295229","1.365813595295229","1.365813595295229"
"58","0.47213637124848656","0.47213637124848656","0.47213637124848656","0.5367394553910579","0.5367394553910579","0.5367394553910579","0.6923164010573449","0.6923164010573449","0.6923164010573449","0.20591753812436853","0.20591753812436853","0.20591753812436853","","",""
"62","0.47431056345885947","0.47431056345885947","0.47431056345885947","0.5366941622481265","0.5366941622481265","0.5366941622481265","0.6910055223674479","0.6910055223674479","0.6910055223674479","0.20714418983832078","0.20714418983832078","0.20714418983832078","1.3656110829969375","1.3656110829969375","1.3656110829969375"
"66","0.47065404553919843","0.47065404553919843","0.47065404553919843","0.536770500568266","0.536770500568266","0.536770500568266","0.6908530865759643","0.6908530865759643","0.6908530865759643","0.20362475930959364","0.20362475930959364","0.20362475930959364","","",""
"68","","","","","","","","","","","","","1.3654873330995778","1.3654873330995778","1.3654873330995778"
"70","0.4700449342583752","0.4700449342583752","0.4700449342583752","0.5329640522332575","0.5329640522332575","0.5329640522332575","0.6909307061881375","0.6909307061881375","0.6909307061881375","0.20420963179172077","0.20420963179172077","0.20420963179172077","","",""
"74","0.46664568752448227","0.46664568752448227","0.46664568752448227","0.5304994121522543","0.5304994121522543","0.5304994121522543","","","","0.20301685426087784","0.20301685426087784","0.20301685426087784","1.365157748507125","1.365157748507125","1.365157748507125"
"78","0.46276654971593767","0.46276654971593767","0.46276654971593767","0.5272869230978597","0.5272869230978597","0.5272869230978597","","","","0.20286086203755366","0.20286086203755366","0.20286086203755366","","",""
"80","","","","","","","","","","","","","1.3651752563942607","1.3651752563942607","1.3651752563942607"
"82","0.4618273080779035","0.4618273080779035","0.4618273080779035","0.5323836189406741","0.5323836189406741","0.5323836189406741","","","","0.20264131276015232","0.20264131276015232","0.20264131276015232","","",""
"86","0.46251376124571314","0.46251376124571314","0.46251376124571314","0.5280657290693029","0.5280657290693029","0.5280657290693029","","","","0.20228917888179304","0.20228917888179304","0.20228917888179304","1.3651385315268523","1.3651385315268523","1.3651385315268523"
"90","0.4611205222021337","0.4611205222021337","0.4611205222021337","0.5254856466354055","0.5254856466354055","0.5254856466354055","","","","0.20227952818437597","0.20227952818437597","0.20227952818437597","","",""
"92","","","","","","","","","","","","","1.2999496791539882","1.2999496791539882","1.2999496791539882"
"94","0.4589054860213574","0.4589054860213574","0.4589054860213574","0.5262900932327291","0.5262900932327291","0.5262900932327291","","","","0.20275673797678717","0.20275673797678717","0.20275673797678717","","",""
"98","0.4589001762956917","0.4589001762956917","0.4589001762956917","0.5278589212790262","0.5278589212790262","0.5278589212790262","","","","0.20046751973790178","0.20046751973790178","0.20046751973790178","0.6212727015992617","0.6212727015992617","0.6212727015992617"
"102","0.45982161963394197","0.45982161963394197","0.45982161963394197","0.5227393023778238","0.5227393023778238","0.5227393023778238","","","","0.20147825306478484","0.20147825306478484","0.20147825306478484","","",""
"104","","","","","","","","","","","","","0.563154798612924","0.563154798612924","0.563154798612924"
"106","0.45766599582712525","0.45766599582712525","0.45766599582712525","0.5233903824662944","0.5233903824662944","0.5233903824662944","","","","0.20046515061928546","0.20046515061928546","0.20046515061928546","","",""
"110","0.45699416779876795","0.45699416779876795","0.45699416779876795","0.5223461155017316","0.5223461155017316","0.5223461155017316","","","","0.20066059051486557","0.20066059051486557","0.20066059051486557","0.544718942978461","0.544718942978461","0.544718942978461"
"114","0.45698707408498207","0.45698707408498207","0.45698707408498207","","","","","","","0.2001198992915717","0.2001198992915717","0.2001198992915717","","",""
"116","","","","","","","","","","","","","0.5350209800434611","0.5350209800434611","0.5350209800434611"
"118","0.4553920008626983","0.4553920008626983","0.4553920008626983","","","","","","","0.20039377057979502","0.20039377057979502","0.20039377057979502","","",""
"122","","","","","","","","","","","","","0.5309102932467962","0.5309102932467962","0.5309102932467962"
"128","","","","","","","","","","","","","0.5243320260726637","0.5243320260726637","0.5243320260726637"
"134","","","","","","","","","","","","","0.5195638028017255","0.5195638028017255","0.5195638028017255"
"140","","","","","","","","","","","","","0.5158597759586812","0.5158597759586812","0.5158597759586812"
"146","","","","","","","","","","","","","0.5136752675178781","0.5136752675178781","0.5136752675178781"
"152","","","","","","","","","","","","","0.5107364663621816","0.5107364663621816","0.5107364663621816"
"158","","","","","","","","","","","","","0.5091112923705156","0.5091112923705156","0.5091112923705156"
"164","","","","","","","","","","","","","0.5051910976511202","0.5051910976511202","0.5051910976511202"
"170","","","","","","","","","","","","","0.5043415877096749","0.5043415877096749","0.5043415877096749"
"176","","","","","","","","","","","","","0.5016051966889404","0.5016051966889404","0.5016051966889404"
