"Step","hearty-armadillo-352 - sim. loss","hearty-armadillo-352 - sim. loss__MIN","hearty-armadillo-352 - sim. loss__MAX","stilted-sun-351 - sim. loss","stilted-sun-351 - sim. loss__MIN","stilted-sun-351 - sim. loss__MAX","wise-music-350 - sim. loss","wise-music-350 - sim. loss__MIN","wise-music-350 - sim. loss__MAX","ethereal-pond-349 - sim. loss","ethereal-pond-349 - sim. loss__MIN","ethereal-pond-349 - sim. loss__MAX","northern-elevator-345 - sim. loss","northern-elevator-345 - sim. loss__MIN","northern-elevator-345 - sim. loss__MAX"
"74","0.5744394661484289","0.5744394661484289","0.5744394661484289","0.5263747560372711","0.5263747560372711","0.5263747560372711","1.4899471533382826","1.4899471533382826","1.4899471533382826","0.5326674076706431","0.5326674076706431","0.5326674076706431","0.5304994121522543","0.5304994121522543","0.5304994121522543"
"78","0.5625468744767292","0.5625468744767292","0.5625468744767292","0.5256037718422255","0.5256037718422255","0.5256037718422255","1.4907229179845867","1.4907229179845867","1.4907229179845867","0.5287059092343077","0.5287059092343077","0.5287059092343077","0.5272869230978597","0.5272869230978597","0.5272869230978597"
"82","0.5659865408304876","0.5659865408304876","0.5659865408304876","0.5242911404835101","0.5242911404835101","0.5242911404835101","1.490031696635884","1.490031696635884","1.490031696635884","0.5301268214497078","0.5301268214497078","0.5301268214497078","0.5323836189406741","0.5323836189406741","0.5323836189406741"
"86","0.5642105794007511","0.5642105794007511","0.5642105794007511","0.524113732231591","0.524113732231591","0.524113732231591","1.4906096922770868","1.4906096922770868","1.4906096922770868","0.5311471149697434","0.5311471149697434","0.5311471149697434","0.5280657290693029","0.5280657290693029","0.5280657290693029"
"90","0.5583312923690948","0.5583312923690948","0.5583312923690948","0.5229745241338593","0.5229745241338593","0.5229745241338593","1.4905867178738736","1.4905867178738736","1.4905867178738736","0.5294063267915436","0.5294063267915436","0.5294063267915436","0.5254856466354055","0.5254856466354055","0.5254856466354055"
"94","0.5473148558246955","0.5473148558246955","0.5473148558246955","0.5214238084086864","0.5214238084086864","0.5214238084086864","1.490635602016822","1.490635602016822","1.490635602016822","0.5282448540521918","0.5282448540521918","0.5282448540521918","0.5262900932327291","0.5262900932327291","0.5262900932327291"
"98","0.5477843535129994","0.5477843535129994","0.5477843535129994","0.5223170865638723","0.5223170865638723","0.5223170865638723","1.4911132553345057","1.4911132553345057","1.4911132553345057","0.5244660638133238","0.5244660638133238","0.5244660638133238","0.5278589212790262","0.5278589212790262","0.5278589212790262"
"102","0.5453810698034562","0.5453810698034562","0.5453810698034562","0.5202043046938396","0.5202043046938396","0.5202043046938396","1.4905590171175007","1.4905590171175007","1.4905590171175007","0.5257545332058092","0.5257545332058092","0.5257545332058092","0.5227393023778238","0.5227393023778238","0.5227393023778238"
"106","0.5423101889581121","0.5423101889581121","0.5423101889581121","0.5209773603549264","0.5209773603549264","0.5209773603549264","1.4909266732009907","1.4909266732009907","1.4909266732009907","0.5242665515335907","0.5242665515335907","0.5242665515335907","0.5233903824662944","0.5233903824662944","0.5233903824662944"
"110","0.544494956421743","0.544494956421743","0.544494956421743","0.5210651980431636","0.5210651980431636","0.5210651980431636","1.4918853589707595","1.4918853589707595","1.4918853589707595","0.5248657040084048","0.5248657040084048","0.5248657040084048","0.5223461155017316","0.5223461155017316","0.5223461155017316"
"114","0.5422118098052204","0.5422118098052204","0.5422118098052204","0.5193028238059777","0.5193028238059777","0.5193028238059777","1.4925548980199344","1.4925548980199344","1.4925548980199344","0.5227960546439357","0.5227960546439357","0.5227960546439357","","",""
"118","0.5386988728978065","0.5386988728978065","0.5386988728978065","0.5198866536951641","0.5198866536951641","0.5198866536951641","1.4926404087830225","1.4926404087830225","1.4926404087830225","0.5225382063830837","0.5225382063830837","0.5225382063830837","","",""
